Sezon,Ora,Temperatura,Umbra,Radiatia Solara,Kw
Toamna,16,16,8,4,264
Iarna,16,4,69,4,357
Toamna,10,25,76,4,958
Primavara,13,22,62,5,1244
Iarna,15,-1,82,4,253
Toamna,13,13,89,2,909
Primavara,10,25,29,9,558
Toamna,13,13,99,6,695
Iarna,14,-8,65,5,357
Toamna,11,24,44,9,389
Iarna,13,-12,78,3,259
Iarna,12,-3,52,5,470
Toamna,8,14,86,7,516
Primavara,9,18,80,10,1991
Iarna,12,-9,0,4,20
Primavara,12,22,67,7,2263
Toamna,13,25,82,3,508
Toamna,10,25,19,8,163
Primavara,12,18,85,10,1204
Vara,8,37,5,4,1914
Vara,9,25,60,5,3767
Vara,9,30,14,6,1627
Toamna,14,24,87,4,740
Toamna,12,12,31,3,178
Iarna,12,4,73,8,422
Toamna,15,14,11,6,125
Iarna,9,4,40,5,90
Vara,15,32,16,10,976
Iarna,11,-17,57,2,352
Iarna,8,-6,52,7,402
Vara,15,32,40,9,681
Toamna,12,15,15,9,137
Toamna,15,19,65,2,990
Iarna,15,5,48,2,214
Toamna,15,21,77,2,560
Primavara,16,16,67,6,2050
Vara,11,33,41,3,2134
Iarna,16,-2,8,3,76
Toamna,8,17,2,8,336
Vara,15,37,63,8,3868
Iarna,12,0,86,9,389
Iarna,14,-7,83,10,337
Toamna,11,20,78,2,895
Vara,11,28,14,7,1731
Toamna,16,19,31,2,216
Iarna,16,4,53,8,467
Toamna,13,23,49,10,206
Primavara,14,24,53,5,1996
Iarna,15,-8,57,9,366
Toamna,15,17,70,4,762
Vara,15,28,81,3,3556
Iarna,11,-1,87,8,391
Toamna,12,25,64,7,943
Iarna,12,-1,64,4,472
Iarna,9,-14,38,8,90
Iarna,15,3,43,10,220
Primavara,16,15,89,3,2481
Primavara,16,17,85,6,1871
Primavara,15,24,83,5,1283
Primavara,8,30,89,2,1536
Vara,16,37,8,9,1070
Primavara,15,18,54,3,1664
Iarna,10,-6,74,9,317
Toamna,9,10,55,10,668
Vara,16,33,85,10,3171
Primavara,9,17,99,4,2056
Vara,13,28,16,4,2057
Primavara,12,24,53,3,1405
Iarna,12,-5,79,7,454
Toamna,12,14,43,9,411
Vara,15,36,77,4,3886
Iarna,12,-2,13,9,242
Toamna,9,20,53,10,585
Toamna,11,18,35,10,210
Toamna,14,18,63,10,825
Iarna,12,-9,52,5,289
Vara,13,33,10,10,1003
Toamna,13,19,100,4,784
Primavara,10,26,30,9,790
Vara,10,31,12,9,952
Toamna,14,23,55,3,702
Toamna,11,13,34,9,332
Iarna,9,-2,29,3,226
Primavara,11,15,86,3,2383
Toamna,12,17,52,5,603
Toamna,14,25,7,8,128
Iarna,9,-17,43,3,132
Iarna,10,3,68,3,391
Primavara,13,27,41,5,543
Primavara,10,19,24,6,581
Vara,8,34,56,4,2756
Primavara,13,24,67,7,1991
Vara,9,33,7,3,1668
Iarna,12,5,0,4,128
Toamna,14,20,28,9,162
Toamna,11,10,62,10,826
Vara,8,39,29,7,856
Primavara,10,22,37,9,848
Iarna,8,5,12,5,117
Iarna,11,-6,4,3,240
Primavara,11,22,85,10,1674
Primavara,11,30,58,8,2399
Primavara,11,21,26,6,761
Vara,12,40,29,5,2181
Primavara,15,19,45,8,739
Primavara,14,22,79,8,1125
Toamna,14,11,37,7,298
Vara,14,36,79,8,4061
Primavara,9,24,38,3,870
Primavara,9,17,45,5,818
Primavara,9,26,95,9,1780
Primavara,15,15,34,5,922
Iarna,15,5,69,4,274
Vara,16,36,79,5,4151
Vara,13,29,35,5,1240
Iarna,8,-1,52,3,363
Primavara,15,25,25,4,815
Toamna,8,11,50,8,456
Toamna,11,11,87,9,626
Primavara,8,17,92,10,2168
Vara,14,34,79,7,4227
Toamna,14,11,60,6,764
Iarna,15,-12,82,2,474
Toamna,16,17,3,10,297
Vara,13,26,65,2,3356
Iarna,12,-6,33,6,156
Primavara,16,20,91,4,1217
Iarna,15,1,96,8,420
Toamna,11,11,87,6,509
Toamna,9,23,38,5,328
Vara,9,34,32,3,2075
Iarna,12,-5,44,2,143
Vara,10,39,84,7,3458
Iarna,13,-6,7,9,231
Vara,8,31,28,9,1014
Vara,13,29,59,9,4271
Primavara,12,26,92,4,2140
Vara,11,40,67,4,4748
Vara,8,37,34,10,1159
Primavara,8,29,29,3,940
Primavara,14,16,86,7,2464
Primavara,9,17,43,5,537
Toamna,9,17,43,4,177
Iarna,15,-14,11,3,144
Vara,11,29,48,8,1098
Primavara,10,21,6,8,726
Iarna,8,3,0,5,238
Vara,16,34,1,2,891
Toamna,8,11,9,9,428
Iarna,16,-10,89,9,298
Primavara,10,22,94,10,2297
Vara,14,38,71,7,3883
Iarna,14,-15,78,10,359
Toamna,16,11,30,6,495
Primavara,11,22,74,4,1002
Primavara,13,30,78,7,1479
Toamna,12,13,48,3,342
Iarna,10,-11,55,6,350
Iarna,10,0,26,7,52
Primavara,11,27,54,2,1302
Primavara,15,22,43,8,793
Vara,12,39,92,5,3105
Iarna,12,-9,13,6,158
Primavara,8,27,64,3,1657
Primavara,15,16,76,4,2025
Primavara,15,18,78,6,2254
Toamna,15,23,64,9,615
Toamna,8,12,51,8,979
Vara,10,25,40,6,989
Vara,14,25,21,5,1156
Iarna,8,-4,44,3,124
Iarna,13,3,89,6,380
Toamna,8,13,87,4,711
Iarna,12,-20,0,6,30
Iarna,13,-9,98,8,383
Primavara,16,22,42,9,735
Vara,16,31,22,9,2306
Vara,9,34,91,8,2601
Toamna,9,25,66,5,627
Primavara,16,16,26,6,532
Vara,11,25,59,7,3976
Vara,16,35,16,2,2131
Vara,16,39,28,4,1268
Toamna,10,10,53,4,935
Vara,10,31,91,7,4443
Vara,11,28,25,9,2113
Iarna,8,-19,18,9,54
Iarna,10,-9,80,8,364
Vara,16,31,86,2,4179
Primavara,9,21,75,8,1453
Vara,11,37,98,4,4149
Iarna,10,0,52,5,461
Iarna,12,3,26,6,246
Toamna,13,13,9,2,321
Toamna,11,11,74,9,673
Primavara,9,19,8,7,866
Vara,14,34,67,3,3631
Toamna,8,15,10,8,160
Iarna,8,-17,64,2,299
Vara,9,26,66,8,3774
Vara,16,31,85,2,4438
Toamna,11,25,61,3,866
Vara,12,27,65,6,4847
Toamna,16,25,19,2,130
Iarna,13,-16,76,5,387
Iarna,8,-12,70,3,280
Iarna,9,-5,58,6,303
Iarna,8,-12,28,2,168
Iarna,15,3,70,10,259
Vara,11,29,18,9,1995
Iarna,15,-16,83,3,454
Toamna,9,19,97,6,813
Vara,12,33,25,3,2452
Vara,16,36,93,10,3969
Primavara,13,17,68,6,2412
Primavara,9,22,53,2,1406
Primavara,12,22,60,2,1864
Primavara,15,30,100,2,1904
Vara,16,27,40,2,1017
Toamna,10,12,24,9,411
Vara,14,34,45,6,2053
Vara,9,35,72,8,3308
Iarna,11,-7,55,8,341
Iarna,9,-6,92,5,278
Primavara,9,27,85,7,1260
Vara,12,39,76,2,4726
Vara,11,33,53,10,3360
Primavara,13,22,56,2,1883
Iarna,9,-14,76,4,273
Iarna,11,-19,76,8,355
Vara,13,39,39,7,2345
Iarna,12,-19,45,3,225
Vara,14,31,0,9,1060
Iarna,8,1,81,3,300
Iarna,12,-5,16,8,109
Iarna,13,3,31,6,46
Iarna,8,-11,62,6,448
Toamna,8,14,4,4,382
Vara,10,37,19,4,2492
Vara,8,37,50,5,549
Iarna,12,-17,14,3,100
Vara,8,31,47,5,545
Iarna,15,-15,27,7,83
Toamna,9,20,50,5,167
Primavara,12,28,46,3,869
Iarna,12,-13,28,4,126
Primavara,13,23,54,2,1713
Iarna,9,-5,58,3,375
Toamna,16,21,97,3,975
Primavara,13,25,93,10,1843
Iarna,15,5,16,6,207
Primavara,8,21,72,9,1147
Vara,10,37,61,8,4498
Primavara,15,17,34,5,661
Iarna,8,-16,46,2,177
Iarna,9,4,96,6,294
Iarna,16,-1,74,3,341
Primavara,9,22,70,5,1728
Toamna,10,25,95,9,777
Vara,8,28,34,10,1000
Iarna,10,-4,60,2,285
Vara,11,33,3,8,1288
Toamna,8,10,1,7,351
Iarna,11,4,86,2,487
Vara,15,31,75,10,3347
Iarna,16,-13,10,3,30
Iarna,13,-12,50,4,102
Iarna,15,-10,58,10,291
Toamna,16,16,91,4,920
Toamna,11,15,26,8,325
Toamna,16,16,19,3,374
Iarna,8,-18,56,2,407
Iarna,12,5,57,2,395
Primavara,16,17,16,8,613
Vara,12,31,87,3,4582
Vara,8,34,55,7,3355
Iarna,16,-10,67,5,270
Primavara,14,24,99,6,1804
Iarna,16,-16,59,5,327
Toamna,15,18,81,9,941
Toamna,10,24,71,2,987
Iarna,15,-19,55,3,391
Iarna,15,-6,53,9,296
Vara,14,40,41,5,2312
Primavara,15,28,51,4,2362
Primavara,12,16,43,7,997
Iarna,10,-19,74,9,309
Toamna,11,12,99,10,809
Iarna,16,-8,65,3,298
Toamna,11,23,12,3,483
Vara,9,38,6,10,1890
Iarna,8,-14,33,9,237
Primavara,8,27,81,7,1142
Vara,16,29,76,6,4048
Vara,15,31,8,7,894
Vara,8,33,88,6,3670
Primavara,16,28,35,5,911
Toamna,8,12,66,9,800
Iarna,9,-17,88,7,404
Toamna,14,22,58,6,663
Toamna,12,11,63,6,665
Toamna,16,18,26,8,179
Iarna,10,-1,60,9,327
Toamna,9,14,52,6,676
Toamna,12,25,88,4,856
Primavara,16,24,33,6,510
Toamna,9,20,5,3,309
Primavara,15,25,38,8,618
Primavara,12,22,75,6,2423
Iarna,10,-19,62,3,361
Iarna,14,-20,7,8,127
Primavara,8,23,61,9,1065
Iarna,16,-15,58,4,424
Toamna,15,15,66,5,525
Vara,14,40,85,2,3644
Iarna,10,-11,31,4,221
Toamna,10,11,79,6,879
Iarna,14,-2,60,10,479
Primavara,10,23,72,9,1890
Toamna,13,14,63,9,733
Primavara,15,29,33,8,919
Toamna,8,23,16,9,322
Toamna,12,19,65,2,595
Iarna,11,-6,92,10,369
Toamna,8,18,70,4,684
Iarna,14,-17,57,4,465
Toamna,15,25,7,7,357
Vara,8,33,43,9,718
Toamna,11,25,73,9,945
Toamna,15,23,72,8,768
Vara,15,38,54,4,4557
Toamna,14,13,80,3,890
Vara,14,36,17,4,1355
Iarna,13,4,65,2,454
Primavara,12,30,65,7,1575
Primavara,13,17,68,9,1702
Iarna,15,-20,81,8,452
Vara,10,30,50,7,975
Vara,8,33,22,3,1596
Toamna,13,14,63,5,961
Toamna,10,13,52,6,920
Primavara,14,16,66,7,2435
Toamna,15,17,92,7,638
Primavara,12,27,24,7,903
Toamna,10,25,100,5,505
Toamna,13,24,81,9,518
Iarna,14,-10,82,9,390
Primavara,11,21,37,3,708
Vara,10,28,95,10,4011
Primavara,16,18,88,6,2226
Primavara,9,28,50,7,733
Primavara,15,21,53,8,1611
Vara,9,39,82,7,3207
Toamna,12,13,82,3,984
Vara,10,40,95,6,2948
Vara,14,31,12,3,1111
Iarna,13,-2,26,4,84
Toamna,13,13,57,8,903
Toamna,9,21,61,2,641
Primavara,8,30,72,9,2487
Toamna,16,25,73,2,750
Iarna,9,-19,31,10,22
Vara,15,32,70,7,3055
Iarna,13,1,31,5,72
Primavara,16,15,29,2,965
Iarna,11,-1,74,4,422
Iarna,13,-16,22,5,246
Primavara,14,27,47,6,998
Toamna,12,12,64,4,591
Iarna,12,-20,38,6,151
Toamna,16,19,63,3,523
Toamna,11,16,30,7,284
Toamna,8,11,2,6,125
Primavara,16,24,94,3,1715
Vara,11,26,53,3,4079
Iarna,15,-11,30,7,30
Vara,10,28,92,7,2812
Iarna,9,-8,47,2,158
Primavara,16,17,80,2,1103
Toamna,16,17,14,5,100
Toamna,14,10,78,8,753
Iarna,9,5,0,7,227
Toamna,15,15,50,9,397
Iarna,13,-6,8,3,137
Iarna,9,-5,82,8,377
Iarna,10,-19,1,10,179
Vara,8,27,58,10,3780
Vara,12,34,5,9,1149
Vara,15,33,65,7,2669
Vara,12,29,81,3,3441
Primavara,10,22,91,2,1539
Primavara,9,23,100,10,2185
Iarna,8,-7,25,9,76
Iarna,10,-12,71,8,457
Iarna,16,-17,66,2,281
Iarna,15,2,90,6,344
Toamna,12,13,21,3,386
Primavara,9,27,26,3,841
Iarna,15,-14,52,2,438
Iarna,8,-2,84,6,456
Vara,15,37,79,7,3292
Vara,10,27,37,7,1621
Vara,10,38,94,8,2713
Iarna,15,-19,52,4,303
Vara,15,31,55,8,2537
Primavara,11,18,18,4,552
Vara,16,26,11,7,1466
Primavara,16,29,13,7,869
Primavara,14,17,17,6,505
Toamna,16,23,42,5,480
Primavara,11,19,16,10,905
Iarna,8,5,2,4,97
Iarna,10,0,4,9,208
Iarna,16,-3,45,9,118
Vara,9,30,18,10,2023
Iarna,10,-17,23,4,124
Primavara,15,24,93,4,2186
Primavara,9,21,87,5,2216
Vara,10,28,59,10,4139
Toamna,16,11,55,6,535
Vara,13,35,50,3,1054
Primavara,13,15,38,2,587
Vara,13,39,70,5,4867
Iarna,9,-17,11,9,176
Iarna,16,5,29,6,180
Iarna,12,-15,87,3,327
Toamna,15,18,37,2,235
Vara,11,28,59,9,2620
Toamna,13,10,38,5,235
Toamna,11,10,70,2,720
Primavara,11,15,41,10,849
Iarna,15,-5,48,2,144
Primavara,12,20,97,3,1389
Toamna,15,17,58,9,762
Vara,13,35,97,2,4367
Vara,14,30,0,2,737
Toamna,16,10,13,7,350
Vara,9,32,79,3,3754
Vara,15,27,99,8,3511
Iarna,8,-2,31,4,6
Primavara,10,22,38,4,659
Iarna,10,-9,93,5,362
Toamna,14,20,47,8,192
Iarna,8,-8,46,9,14
Vara,15,29,61,5,2821
Vara,15,29,51,9,4968
Iarna,15,-1,40,7,124
Iarna,11,-10,44,6,195
Iarna,15,-18,28,8,124
Vara,11,38,63,10,2686
Primavara,10,27,64,6,1926
Primavara,9,22,47,3,716
Iarna,11,5,10,4,101
Iarna,13,-8,37,10,174
Primavara,16,28,43,4,713
Vara,13,26,9,9,967
Primavara,11,18,71,2,1810
Toamna,8,12,62,9,955
Iarna,8,-15,81,3,351
Primavara,13,16,37,6,860
Toamna,16,17,10,7,245
Iarna,16,-2,45,5,31
Toamna,16,14,64,8,578
Toamna,9,15,75,5,717
Toamna,11,20,37,2,319
Vara,13,29,45,10,1463
Iarna,15,-12,9,7,59
Toamna,14,13,21,4,303
Iarna,8,-13,52,4,296
Vara,16,30,29,7,1224
Vara,12,35,9,6,2245
Toamna,15,12,49,7,253
Primavara,9,15,18,7,778
Primavara,10,30,21,3,542
Primavara,12,16,37,5,715
Primavara,16,20,34,8,638
Vara,8,36,24,3,1393
Vara,16,35,21,4,1852
Vara,10,31,35,7,2011
Primavara,12,21,50,10,562
Vara,14,38,78,6,3110
Iarna,16,-8,70,3,284
Vara,12,30,16,7,2134
Iarna,12,-13,90,6,361
Iarna,12,-4,65,8,390
Vara,14,33,41,6,887
Vara,16,31,79,4,4847
Vara,9,33,48,5,1170
Iarna,16,-11,70,10,318
Vara,13,32,52,5,4282
Toamna,13,20,27,7,245
Vara,12,36,23,7,2453
Primavara,15,15,47,4,724
Primavara,12,16,15,6,775
Toamna,14,19,33,10,111
Iarna,11,4,75,3,422
Primavara,9,15,46,3,743
Iarna,10,1,36,9,58
Iarna,12,-14,78,10,307
Vara,9,28,0,3,1284
Iarna,16,-12,96,8,341
Toamna,9,17,14,2,429
Primavara,14,26,92,8,1307
Iarna,13,-3,68,8,390
Toamna,12,23,12,9,265
Primavara,8,21,22,10,755
Primavara,9,20,78,5,1426
Toamna,9,23,11,2,242
Vara,8,27,18,10,1091
Primavara,12,19,37,7,675
Toamna,11,22,3,2,415
Iarna,14,-20,45,7,183
Toamna,10,23,84,4,736
Iarna,11,-16,67,10,413
Primavara,13,25,27,3,965
Toamna,12,13,49,3,324
Vara,11,29,89,2,4395
Iarna,11,5,86,9,455
Vara,9,34,10,3,551
Vara,15,33,33,2,1980
Toamna,13,25,32,3,251
Toamna,8,19,40,5,219
Primavara,9,17,77,5,2430
Toamna,13,21,93,9,705
Vara,9,27,40,10,806
Toamna,13,15,1,4,467
Vara,11,29,2,9,1420
Iarna,8,-7,78,3,491
Toamna,9,25,60,2,624
Iarna,15,-17,9,5,101
Iarna,15,-20,85,4,337
Vara,10,33,33,8,2105
Toamna,14,24,31,6,108
Iarna,16,-12,63,2,268
Primavara,14,23,9,3,595
Toamna,16,14,29,2,336
Toamna,13,21,40,7,255
Iarna,11,3,33,5,89
Primavara,12,23,42,2,684
Vara,10,39,54,2,2668
Vara,15,34,58,10,4362
Iarna,11,-17,67,9,416
Primavara,11,26,73,4,1367
Primavara,13,26,41,6,685
Toamna,11,22,69,5,537
Iarna,13,-20,94,2,396
Toamna,8,11,90,3,745
Vara,15,28,12,2,914
Iarna,8,-18,42,6,35
Primavara,9,15,92,3,1041
Primavara,11,19,9,5,945
Vara,15,25,42,5,706
Toamna,15,22,58,8,729
Toamna,10,18,57,2,850
Toamna,10,12,89,7,714
Toamna,13,15,70,4,918
Primavara,11,18,37,4,775
Iarna,13,0,16,5,178
Iarna,13,-7,69,4,477
Iarna,11,-11,30,9,77
Toamna,11,21,89,5,573
Vara,15,34,73,2,4838
Toamna,14,18,81,7,596
Primavara,12,17,66,7,2415
Primavara,10,17,62,5,1081
Vara,12,38,69,5,3970
Toamna,15,23,10,8,117
Iarna,15,-18,3,7,14
Vara,12,26,44,5,1142
Iarna,16,-12,92,4,440
Toamna,16,17,49,7,221
Iarna,10,-11,94,8,387
Toamna,13,20,45,5,363
Toamna,16,10,17,6,221
Toamna,16,19,1,6,370
Toamna,13,14,35,10,431
Toamna,12,25,19,8,257
Iarna,12,-14,68,10,376
Primavara,14,26,2,10,774
Toamna,16,20,14,10,350
Iarna,12,0,1,2,73
Toamna,12,17,51,5,759
Primavara,15,18,7,7,634
Primavara,12,17,30,7,621
Toamna,9,12,66,7,886
Vara,14,26,27,4,1875
Toamna,16,11,90,5,632
Vara,15,39,49,10,2014
Iarna,10,-15,70,10,332
Iarna,12,-5,88,7,397
Vara,13,27,31,10,1179
Vara,12,30,67,5,2799
Toamna,16,21,68,2,800
Iarna,13,3,69,6,440
Primavara,12,26,88,9,2465
Toamna,16,13,8,4,218
Iarna,16,-9,52,5,498
Vara,16,30,3,3,1610
Primavara,14,28,14,6,709
Primavara,9,19,19,3,866
Toamna,13,10,93,9,902
Primavara,11,22,89,4,1146
Toamna,11,13,58,10,811
Vara,14,32,95,5,4158
Primavara,12,19,58,7,1082
Iarna,12,-8,39,6,231
Iarna,13,-11,62,4,346
Primavara,16,26,50,5,588
Toamna,16,14,89,2,516
Primavara,10,19,26,7,645
Iarna,16,-20,52,5,286
Iarna,11,-14,10,5,122
Toamna,14,10,86,2,818
Primavara,15,16,98,4,2326
Iarna,12,-13,16,4,183
Vara,9,30,49,7,1917
Primavara,12,15,2,10,916
Vara,10,40,23,4,2432
Primavara,16,23,11,10,711
Primavara,14,24,98,7,1388
Primavara,12,25,62,5,2379
Vara,9,29,68,6,4025
Toamna,8,19,62,4,825
Iarna,8,-15,48,9,62
Vara,16,40,16,7,2024
Vara,9,39,84,9,2535
Iarna,11,-11,95,2,392
Iarna,10,-12,24,8,214
Vara,8,32,70,2,4055
Primavara,10,25,66,2,1174
Vara,15,33,7,2,1483
Iarna,14,-19,29,8,218
Iarna,11,-2,76,2,414
Primavara,14,28,23,4,822
Toamna,16,11,5,3,494
Toamna,13,24,74,9,569
Vara,14,27,18,6,2427
Vara,10,26,63,5,2662
Toamna,10,12,85,8,911
Vara,15,36,15,9,1984
Vara,9,31,42,8,716
Vara,11,32,39,10,944
Vara,9,31,54,4,4117
Vara,9,38,76,3,4084
Toamna,12,11,85,3,924
Toamna,16,20,93,9,834
Iarna,12,-3,65,6,443
Iarna,12,-18,33,9,145
Iarna,14,3,77,2,487
Iarna,16,-5,80,6,254
Iarna,11,-15,50,3,118
Vara,16,33,79,9,4241
Primavara,15,24,15,4,601
Toamna,10,18,71,8,612
Primavara,16,27,81,7,2031
Iarna,9,0,84,10,496
Primavara,15,20,29,3,964
Toamna,13,22,28,6,121
Toamna,10,13,70,5,730
Vara,13,33,42,8,951
Primavara,8,26,91,4,1443
Toamna,8,23,49,6,215
Vara,12,27,65,2,3787
Toamna,9,24,95,9,528
Vara,14,33,86,10,3411
Iarna,8,-8,63,4,399
Primavara,13,22,11,6,521
Primavara,11,25,42,2,969
Toamna,10,13,58,7,1000
Iarna,9,-15,15,3,113
Toamna,13,20,43,8,127
Toamna,13,17,71,3,945
Toamna,16,12,7,3,334
Toamna,9,11,24,3,344
Iarna,10,-16,48,7,44
Toamna,16,13,9,9,361
Toamna,8,21,93,6,628
Iarna,11,2,80,7,369
Primavara,14,21,78,8,1983
Toamna,16,23,97,5,537
Toamna,14,12,13,6,225
Iarna,16,-13,71,9,391
Toamna,14,16,53,9,629
Vara,9,39,39,7,1600
Toamna,13,20,69,10,951
Iarna,13,4,98,10,412
Toamna,12,18,83,8,700
Primavara,11,15,60,9,1382
Iarna,10,2,96,7,386
Iarna,9,3,54,8,347
Iarna,11,-10,36,7,234
Toamna,15,13,6,4,232
Vara,8,40,37,8,1229
Primavara,10,15,71,9,2303
Iarna,13,3,10,3,154
Iarna,10,-9,51,7,484
Toamna,13,20,16,9,102
Primavara,16,20,68,3,1788
Toamna,12,10,10,6,278
Iarna,13,-17,55,8,423
Primavara,8,30,24,8,974
Primavara,8,26,87,4,2325
Vara,13,31,11,6,815
Toamna,12,18,57,3,876
Iarna,8,-19,44,8,130
Toamna,9,10,37,2,130
Primavara,10,15,64,8,1746
Iarna,12,-6,33,6,168
Primavara,16,16,3,8,627
Toamna,8,16,7,7,253
Toamna,8,15,13,2,274
Primavara,11,18,35,9,674
Toamna,12,13,41,3,447
Iarna,9,-10,68,6,258
Toamna,8,15,99,8,690
Vara,14,40,17,5,897
Primavara,10,19,11,6,896
Primavara,16,21,93,5,2464
Vara,10,32,24,2,1395
Iarna,13,-19,49,10,177
Toamna,15,15,77,2,908
Toamna,14,12,41,10,287
Iarna,10,4,49,4,38
Primavara,14,21,0,6,950
Primavara,13,23,50,2,924
Iarna,16,-18,92,5,406
Primavara,16,15,78,7,1290
Iarna,16,-11,11,2,234
Primavara,10,22,46,7,760
Vara,13,30,46,6,1172
Iarna,10,1,23,4,235
Toamna,16,24,84,6,550
Primavara,13,18,18,6,992
Iarna,8,-9,95,2,359
Vara,14,26,63,8,3812
Iarna,16,-2,64,2,421
Vara,14,27,54,9,2735
Vara,10,30,9,8,803
Vara,8,36,18,3,1673
Vara,9,35,7,3,1861
Primavara,11,19,69,8,1538
Vara,12,40,96,10,3006
Vara,15,40,89,3,3269
Vara,13,40,92,4,4837
Toamna,14,15,24,5,296
Primavara,9,28,57,7,1399
Toamna,9,17,34,4,226
Primavara,8,25,44,9,845
Vara,11,25,37,5,1438
Iarna,10,-19,1,10,58
Iarna,13,-18,50,3,81
Toamna,10,12,32,3,289
Primavara,13,25,52,6,2207
Vara,8,38,16,8,1182
Vara,13,26,91,5,3954
Primavara,12,28,56,7,1466
Toamna,11,21,84,2,911
Primavara,12,18,73,2,1182
Vara,15,31,46,10,1014
Toamna,15,15,69,10,500
Primavara,9,16,57,6,1820
Iarna,13,-17,40,5,208
Toamna,11,20,50,7,263
Primavara,10,20,81,9,2040
Toamna,12,20,70,6,743
Iarna,14,-12,15,2,55
Iarna,11,-20,70,4,470
Iarna,9,-17,77,5,417
Primavara,12,24,35,9,1000
Toamna,11,23,49,5,411
Iarna,16,-12,37,8,112
Primavara,14,18,46,4,770
Vara,13,33,76,9,3025
Vara,13,25,86,5,4776
Iarna,15,-11,48,10,60
Vara,16,25,45,5,1376
Iarna,9,-16,70,6,494
Toamna,11,11,24,3,455
Toamna,9,20,92,2,929
Primavara,13,30,6,6,696
Vara,14,39,45,6,922
Vara,16,30,77,6,2896
Toamna,13,25,92,9,870
Primavara,11,28,2,8,593
Toamna,9,25,89,6,920
Iarna,13,-5,98,4,306
Iarna,13,-14,23,3,135
Iarna,13,-15,22,5,21
Vara,14,34,93,3,4725
Primavara,14,22,86,5,1758
Toamna,12,24,38,9,253
Toamna,13,13,51,8,538
Iarna,9,4,96,5,450
Vara,15,40,16,5,1795
Iarna,10,-17,18,6,164
Vara,14,30,96,6,4639
Iarna,15,1,53,2,318
Toamna,9,22,2,2,436
Vara,16,34,47,2,789
Vara,10,36,53,10,4197
Primavara,14,22,30,8,765
Primavara,10,24,47,8,824
Vara,14,29,83,5,2681
Primavara,12,27,86,10,1621
Vara,13,38,18,2,2017
Primavara,9,23,25,2,765
Toamna,11,11,94,9,978
Toamna,15,22,61,2,628
Iarna,10,-11,91,8,324
Iarna,11,-18,37,9,83
Iarna,12,-17,67,5,375
Primavara,14,15,73,5,1206
Primavara,8,20,47,6,866
Primavara,9,22,19,10,940
Iarna,15,-20,17,7,17
Primavara,14,17,100,9,2485
Toamna,8,25,30,8,400
Primavara,13,22,13,3,595
Primavara,10,30,17,3,571
Primavara,11,27,59,4,1133
Toamna,13,17,61,7,724
Vara,15,38,75,3,4535
Primavara,15,28,73,2,1965
Iarna,16,-19,10,6,133
Iarna,8,-18,22,10,153
Primavara,10,25,55,3,1527
Iarna,14,1,50,4,121
Vara,8,31,67,8,3742
Primavara,9,28,11,7,874
Iarna,10,-4,80,7,261
Toamna,10,21,90,3,926
Vara,14,34,1,10,1447
Primavara,8,19,29,6,520
Primavara,11,20,37,9,845
Toamna,15,10,71,5,676
Toamna,12,15,60,9,723
Primavara,10,28,11,4,804
Iarna,13,-1,31,6,13
Iarna,11,-13,83,2,287
Primavara,9,22,28,4,889
Iarna,15,-12,85,5,253
Vara,15,35,50,5,1910
Toamna,14,18,16,2,381
Vara,11,28,40,9,1096
Primavara,10,18,24,9,654
Primavara,10,23,37,9,772
Vara,8,26,16,7,2453
Iarna,11,-4,60,8,453
Iarna,15,-11,13,6,143
Vara,8,31,39,8,1714
Primavara,11,22,29,2,945
Primavara,16,25,90,6,1992
Toamna,14,19,45,3,211
Iarna,16,-17,47,10,213
Vara,11,29,73,2,4603
Primavara,10,23,78,3,1243
Toamna,12,17,90,4,880
Vara,15,37,67,3,4961
Iarna,10,4,38,6,204
Toamna,9,23,30,9,187
Iarna,10,-5,42,9,47
Toamna,16,24,32,3,135
Iarna,15,-10,95,2,441
Toamna,12,23,89,7,851
Primavara,11,21,0,2,589
Vara,15,38,27,10,1152
Primavara,10,25,63,7,1462
Toamna,9,18,60,8,877
Primavara,12,22,55,9,1224
Iarna,8,-2,67,6,496
Iarna,9,-16,47,4,94
Toamna,11,17,58,2,793
Toamna,16,21,49,6,123
Iarna,10,-15,51,10,303
Vara,13,28,85,9,3796
Primavara,8,16,38,7,897
Iarna,14,4,91,5,289
Iarna,10,3,89,4,410
Toamna,9,10,95,10,823
Vara,10,34,28,3,1738
Primavara,12,21,32,2,910
Iarna,12,4,49,4,7
Toamna,14,23,43,6,292
Toamna,9,22,14,8,267
Vara,8,26,14,2,846
Toamna,10,23,48,2,343
Vara,10,27,34,8,2315
Toamna,15,17,75,9,599
Vara,9,28,50,5,2099
Toamna,14,24,55,2,744
Vara,12,37,6,9,1621
Toamna,14,25,34,5,456
Iarna,13,-1,9,5,28
Toamna,15,13,95,9,591
Primavara,12,23,25,9,950
Toamna,16,14,60,4,940
Vara,10,32,12,7,2397
Toamna,16,16,92,8,718
Primavara,10,29,28,7,668
Primavara,9,15,81,6,1441
Primavara,12,29,55,2,1323
Toamna,12,12,69,7,661
Vara,13,38,81,8,2572
Primavara,9,18,21,8,523
Iarna,14,-10,73,10,298
Toamna,10,10,64,4,897
Vara,9,39,31,9,2059
Toamna,15,19,1,2,297
Primavara,16,16,34,9,721
Toamna,11,16,65,9,673
Vara,16,36,95,3,3320
Vara,13,29,99,8,4723
